月の出,月の入,月齢
20:11,6:56,17.7
20:34,7:59,18.7
20:58,9:03,19.7
21:23,10:09,20.7
21:53,11:17,21.7
22:28,12:29,22.7
23:12,13:43,23.7
--:--,14:55,24.7
0:08,16:02,25.7
1:14,16:59,26.7
2:29,17:45,27.7
3:47,18:23,28.7
5:03,18:54,0.4
6:16,19:20,1.4
7:25,19:45,2.4
8:32,20:09,3.4
9:37,20:34,4.4
10:42,21:01,5.4
11:46,21:32,6.4
12:48,22:08,7.4
13:48,22:50,8.4
14:44,23:39,9.4
15:33,--:--,10.4
16:16,0:35,11.4
16:53,1:35,12.4
17:24,2:38,13.4
17:51,3:42,14.4
18:16,4:46,15.4
18:39,5:50,16.4
19:03,6:55,17.4
19:28,8:01,18.4
