月の出,月の入,月齢
14:27, 1:00, 10.6
14:54, 2:06, 11.6
15:23, 3:15, 12.6
15:54, 4:26, 13.6
16:29, 5:40, 14.6
17:12, 6:59, 15.6
18:04, 8:17, 16.6
19:05, 9:32, 17.6
20:14,10:37, 18.6
21:25,11:31, 19.6
22:34,12:14, 20.6
23:40,12:49, 21.6
--:--,13:18, 22.6
 0:42,13:43, 23.6
 1:41,14:07, 24.6
 2:39,14:30, 25.6
 3:36,14:54, 26.6
 4:34,15:20, 27.6
 5:32,15:49, 28.6
 6:32,16:23, 29.6
 7:31,17:02,  0.8
 8:28,17:49,  1.8
 9:22,18:42,  2.8
10:09,19:40,  3.8
10:51,20:41,  4.8
11:27,21:44,  5.8
11:58,22:47,  6.8
12:26,23:51,  7.8
12:53,--:--,  8.8
13:20, 0:56,  9.8
