月の出,月の入,月齢
13:57,23:15,  8.9
14:52,--:--,  9.9
15:41, 0:10, 10.9
16:24, 1:11, 11.9
17:01, 2:17, 12.9
17:34, 3:26, 13.9
18:04, 4:35, 14.9
18:32, 5:43, 15.9
19:00, 6:53, 16.9
19:30, 8:03, 17.9
20:04, 9:16, 18.9
20:43,10:30, 19.9
21:30,11:44, 20.9
22:25,12:55, 21.9
23:28,13:58, 22.9
--:--,14:52, 23.9
 0:36,15:37, 24.9
 1:44,16:13, 25.9
 2:50,16:43, 26.9
 3:54,17:10, 27.9
 4:55,17:34, 28.9
 5:54,17:58,  0.3
 6:52,18:21,  1.3
 7:50,18:46,  2.3
 8:49,19:14,  3.3
 9:48,19:46,  4.3
10:48,20:23,  5.3
11:46,21:07,  6.3
12:42,21:58,  7.3
13:32,22:56,  8.3
