月の出,月の入,月齢
 9:41,23:47,  5.0
10:45,--:--,  6.0
11:46, 0:15,  7.0
12:44, 0:39,  8.0
13:40, 1:02,  9.0
14:36, 1:25, 10.0
15:34, 1:49, 11.0
16:32, 2:15, 12.0
17:32, 2:45, 13.0
18:33, 3:19, 14.0
19:31, 4:01, 15.0
20:26, 4:50, 16.0
21:14, 5:47, 17.0
21:55, 6:49, 18.0
22:31, 7:54, 19.0
23:02, 9:00, 20.0
23:30,10:05, 21.0
23:57,11:11, 22.0
--:--,12:17, 23.0
 0:25,13:25, 24.0
 0:54,14:36, 25.0
 1:27,15:50, 26.0
 2:07,17:06, 27.0
 2:55,18:20, 28.0
 3:54,19:26, 29.0
 5:00,20:22,  0.7
 6:11,21:08,  1.7
 7:22,21:44,  2.7
 8:29,22:14,  3.7
 9:33,22:41,  4.7
