月の出,月の入,月齢
23:50,12:00,21.8
--:--,12:27,22.8
0:54,12:53,23.8
1:55,13:19,24.8
2:57,13:46,25.8
3:59,14:17,26.8
5:00,14:52,27.8
6:01,15:33,28.8
6:59,16:19,0.1
7:51,17:12,1.1
8:38,18:08,2.1
9:17,19:07,3.1
9:52,20:07,4.1
10:21,21:06,5.1
10:48,22:04,6.1
11:13,23:03,7.1
11:37,--:--,8.1
12:02,0:03,9.1
12:30,1:06,10.1
13:02,2:13,11.1
13:41,3:24,12.1
14:29,4:38,13.1
15:29,5:52,14.1
16:39,7:01,15.1
17:56,8:00,16.1
19:13,8:48,17.1
20:28,9:27,18.1
21:38,10:00,19.1
22:44,10:29,20.1
23:48,10:55,21.1
--:--,11:22,22.1
