月の出,月の入,月齢
14:09,4:26,12.1
15:10,5:40,13.1
16:21,6:47,14.1
17:36,7:42,15.1
18:50,8:27,16.1
20:00,9:03,17.1
21:06,9:33,18.1
22:09,9:59,19.1
23:09,10:24,20.1
--:--,10:48,21.1
0:08,11:12,22.1
1:07,11:39,23.1
2:06,12:09,24.1
3:06,12:45,25.1
4:05,13:26,26.1
5:01,14:15,27.1
5:53,15:11,28.1
6:39,16:12,29.1
7:18,17:16,0.3
7:52,18:20,1.3
8:22,19:24,2.3
8:49,20:28,3.3
9:14,21:32,4.3
9:40,22:37,5.3
10:07,23:45,6.3
10:38,--:--,7.3
11:14,0:56,8.3
11:59,2:09,9.3
12:53,3:22,10.3
13:58,4:30,11.3
15:10,5:29,12.3
