月の出,月の入,月齢
20:17,5:09,16.0
20:51,6:10,17.0
21:20,7:11,18.0
21:47,8:12,19.0
22:12,9:13,20.0
22:37,10:14,21.0
23:03,11:16,22.0
23:32,12:21,23.0
--:--,13:30,24.0
0:06,14:43,25.0
0:47,15:58,26.0
1:39,17:10,27.0
2:42,18:15,28.0
3:54,19:10,29.0
5:11,19:54,0.7
6:27,20:30,1.7
7:39,21:01,2.7
8:47,21:28,3.7
9:52,21:53,4.7
10:54,22:19,5.7
11:56,22:45,6.7
12:57,23:15,7.7
13:58,23:48,8.7
14:57,--:--,9.7
15:55,0:27,10.7
16:48,1:13,11.7
17:36,2:04,12.7
18:17,3:01,13.7
18:53,4:02,14.7
19:24,5:03,15.7
19:51,6:05,16.7
