月の出,月の入,月齢
20:17,7:07,17.7
20:41,8:08,18.7
21:07,9:10,19.7
21:34,10:14,20.7
22:05,11:20,21.7
22:43,12:30,22.7
23:29,13:42,23.7
--:--,14:53,24.7
0:25,16:00,25.7
1:31,16:57,26.7
2:45,17:45,27.7
4:01,18:25,28.7
5:15,18:58,0.4
6:26,19:26,1.4
7:33,19:53,2.4
8:38,20:19,3.4
9:41,20:46,4.4
10:44,21:14,5.4
11:46,21:47,6.4
12:47,22:24,7.4
13:46,23:07,8.4
14:41,23:56,9.4
15:31,--:--,10.4
16:15,0:52,11.4
16:52,1:51,12.4
17:25,2:52,13.4
17:54,3:55,14.4
18:20,4:57,15.4
18:46,5:59,16.4
19:11,7:02,17.4
19:38,8:06,18.4
