月の出,月の入,月齢
14:12, 2:24, 10.8
14:45, 3:33, 11.8
15:24, 4:47, 12.8
16:12, 6:04, 13.8
17:10, 7:21, 14.8
18:17, 8:33, 15.8
19:30, 9:34, 16.8
20:42,10:24, 17.8
21:51,11:05, 18.8
22:56,11:38, 19.8
23:56,12:06, 20.8
--:--,12:32, 21.8
 0:54,12:56, 22.8
 1:51,13:21, 23.8
 2:48,13:47, 24.8
 3:45,14:16, 25.8
 4:43,14:49, 26.8
 5:42,15:28, 27.8
 6:40,16:12, 28.8
 7:34,17:04,  0.1
 8:24,18:01,  1.1
 9:08,19:01,  2.1
 9:46,20:03,  3.1
10:19,21:05,  4.1
10:49,22:07,  5.1
11:17,23:09,  6.1
11:43,--:--,  7.1
12:11, 0:12,  8.1
12:42, 1:17,  9.1
13:16, 2:26, 10.1
13:58, 3:39, 11.1
