月の出,月の入,月齢
14:47, 1:24, 10.6
15:16, 2:30, 11.6
15:45, 3:37, 12.6
16:18, 4:47, 13.6
16:54, 6:00, 14.6
17:38, 7:17, 15.6
18:31, 8:35, 16.6
19:33, 9:49, 17.6
20:41,10:55, 18.6
21:51,11:49, 19.6
23:00,12:32, 20.6
--:--,13:08, 21.6
 0:05,13:38, 22.6
 1:06,14:04, 23.6
 2:04,14:29, 24.6
 3:01,14:53, 25.6
 3:57,15:18, 26.6
 4:54,15:44, 27.6
 5:52,16:14, 28.6
 6:50,16:49, 29.6
 7:49,17:29,  0.8
 8:46,18:16,  1.8
 9:39,19:09,  2.8
10:27,20:07,  3.8
11:09,21:07,  4.8
11:45,22:09,  5.8
12:17,23:12,  6.8
12:47,--:--,  7.8
13:14, 0:14,  8.8
13:42, 1:18,  9.8
