月の出,月の入,月齢
14:35,--:--,  9.3
15:14, 0:26, 10.3
15:49, 1:31, 11.3
16:21, 2:37, 12.3
16:51, 3:44, 13.3
17:20, 4:52, 14.3
17:51, 6:02, 15.3
18:25, 7:14, 16.3
19:04, 8:29, 17.3
19:50, 9:45, 18.3
20:45,11:00, 19.3
21:48,12:08, 20.3
22:55,13:06, 21.3
--:--,13:54, 22.3
 0:03,14:34, 23.3
 1:09,15:06, 24.3
 2:11,15:34, 25.3
 3:11,16:00, 26.3
 4:09,16:24, 27.3
 5:06,16:48, 28.3
 6:03,17:14, 29.3
 7:00,17:41,  0.6
 7:58,18:13,  1.6
 8:57,18:49,  2.6
 9:55,19:31,  3.6
10:51,20:19,  4.6
11:43,21:14,  5.6
12:29,22:13,  6.6
13:10,23:16,  7.6
13:46,--:--,  8.6
14:18, 0:19,  9.6
