月の出,月の入,月齢
 7:28,19:41,  1.1
 7:58,20:52,  2.1
 8:29,22:03,  3.1
 9:03,23:16,  4.1
 9:42,--:--,  5.1
10:27, 0:29,  6.1
11:20, 1:38,  7.1
12:19, 2:42,  8.1
13:23, 3:37,  9.1
14:28, 4:22, 10.1
15:32, 5:00, 11.1
16:33, 5:32, 12.1
17:31, 5:59, 13.1
18:28, 6:24, 14.1
19:24, 6:48, 15.1
20:20, 7:11, 16.1
21:16, 7:36, 17.1
22:14, 8:02, 18.1
23:13, 8:33, 19.1
--:--, 9:08, 20.1
 0:13, 9:49, 21.1
 1:11,10:38, 22.1
 2:06,11:35, 23.1
 2:56,12:38, 24.1
 3:40,13:46, 25.1
 4:18,14:55, 26.1
 4:52,16:05, 27.1
 5:24,17:16, 28.1
 5:54,18:27, 29.1
 6:25,19:40,  0.7
 6:58,20:55,  1.7
