月の出,月の入,月齢
 9:00,20:51,  2.6
 9:29,21:59,  3.6
 9:58,23:07,  4.6
10:29,--:--,  5.6
11:03, 0:17,  6.6
11:43, 1:27,  7.6
12:30, 2:38,  8.6
13:25, 3:45,  9.6
14:26, 4:46, 10.6
15:31, 5:39, 11.6
16:37, 6:23, 12.6
17:41, 6:59, 13.6
18:42, 7:30, 14.6
19:40, 7:56, 15.6
20:37, 8:21, 16.6
21:33, 8:45, 17.6
22:28, 9:08, 18.6
23:25, 9:33, 19.6
--:--,10:01, 20.6
 0:24,10:33, 21.6
 1:24,11:11, 22.6
 2:24,11:56, 23.6
 3:22,12:49, 24.6
 4:17,13:51, 25.6
 5:05,14:58, 26.6
 5:48,16:09, 27.6
 6:24,17:20, 28.6
 6:57,18:31,  0.1
