月の出,月の入,月齢
20:37,10:49,20.0
21:36,11:57,21.0
22:43,12:59,22.0
23:54,13:52,23.0
--:--,14:35,24.0
1:04,15:12,25.0
2:13,15:43,26.0
3:20,16:12,27.0
4:24,16:39,28.0
5:27,17:06,29.0
6:29,17:34,0.5
7:32,18:05,1.5
8:34,18:39,2.5
9:36,19:19,3.5
10:34,20:04,4.5
11:29,20:55,5.5
12:17,21:50,6.5
12:59,22:49,7.5
13:36,23:48,8.5
14:08,--:--,9.5
14:37,0:49,10.5
15:04,1:49,11.5
15:31,2:50,12.5
15:58,3:53,13.5
16:28,4:58,14.5
17:02,6:07,15.5
17:42,7:19,16.5
18:30,8:33,17.5
19:28,9:45,18.5
20:34,10:51,19.5
21:45,11:48,20.5
