月の出,月の入,月齢
20:32,5:32,16.0
21:06,6:32,17.0
21:37,7:32,18.0
22:04,8:33,19.0
22:30,9:33,20.0
22:55,10:33,21.0
23:22,11:34,22.0
23:52,12:39,23.0
--:--,13:47,24.0
0:27,14:58,25.0
1:09,16:12,26.0
2:02,17:24,27.0
3:05,18:30,28.0
4:17,19:25,29.0
5:33,20:10,0.7
6:49,20:46,1.7
8:00,21:18,2.7
9:07,21:46,3.7
10:11,22:12,4.7
11:12,22:39,5.7
12:13,23:06,6.7
13:13,23:36,7.7
14:13,--:--,8.7
15:12,0:11,9.7
16:09,0:50,10.7
17:02,1:36,11.7
17:50,2:28,12.7
18:32,3:25,13.7
19:08,4:24,14.7
19:40,5:25,15.7
20:08,6:26,16.7
