月の出,月の入,月齢
14:32,4:41,12.1
15:34,5:55,13.1
16:44,7:01,14.1
17:58,7:57,15.1
19:12,8:42,16.1
20:21,9:19,17.1
21:26,9:50,18.1
22:27,10:17,19.1
23:27,10:42,20.1
--:--,11:07,21.1
0:25,11:32,22.1
1:23,12:00,23.1
2:22,12:31,24.1
3:21,13:07,25.1
4:19,13:50,26.1
5:15,14:39,27.1
6:07,15:34,28.1
6:53,16:35,29.1
7:33,17:38,0.3
8:08,18:41,1.3
8:38,19:45,2.3
9:06,20:47,3.3
9:33,21:51,4.3
9:59,22:55,5.3
10:27,--:--,6.3
10:59,0:02,7.3
11:36,1:12,8.3
12:22,2:24,9.3
13:17,3:36,10.3
14:22,4:44,11.3
15:33,5:43,12.3
