月の出,月の入,月齢
--:--,12:18,21.8
0:10,12:45,22.8
1:12,13:12,23.8
2:13,13:39,24.8
3:14,14:07,25.8
4:15,14:39,26.8
5:16,15:14,27.8
6:16,15:56,28.8
7:13,16:43,0.1
8:05,17:35,1.1
8:52,18:31,2.1
9:32,19:30,3.1
10:07,20:28,4.1
10:37,21:27,5.1
11:05,22:24,6.1
11:30,23:23,7.1
11:55,--:--,8.1
12:22,0:22,9.1
12:50,1:24,10.1
13:23,2:29,11.1
14:03,3:40,12.1
14:52,4:53,13.1
15:52,6:07,14.1
17:02,7:15,15.1
18:19,8:15,16.1
19:35,9:04,17.1
20:49,9:44,18.1
21:58,10:17,19.1
23:03,10:47,20.1
--:--,11:14,21.1
0:06,11:41,22.1
