月の出,月の入,月齢
 8:46,20:35,  2.6
 9:15,21:44,  3.6
 9:43,22:53,  4.6
10:13,--:--,  5.6
10:46, 0:04,  6.6
11:26, 1:15,  7.6
12:12, 2:26,  8.6
13:06, 3:34,  9.6
14:08, 4:35, 10.6
15:13, 5:28, 11.6
16:19, 6:11, 12.6
17:24, 6:47, 13.6
18:26, 7:17, 14.6
19:25, 7:43, 15.6
20:22, 8:07, 16.6
21:19, 8:30, 17.6
22:15, 8:53, 18.6
23:13, 9:17, 19.6
--:--, 9:44, 20.6
 0:12,10:16, 21.6
 1:12,10:53, 22.6
 2:13,11:37, 23.6
 3:12,12:31, 24.6
 4:06,13:32, 25.6
 4:54,14:40, 26.6
 5:36,15:51, 27.6
 6:12,17:03, 28.6
 6:44,18:15,  0.1
