月の出,月の入,月齢
 7:38,23:09,  3.3
 8:43,--:--,  4.3
 9:51, 0:04,  5.3
10:58, 0:48,  6.3
12:03, 1:24,  7.3
13:04, 1:54,  8.3
14:02, 2:20,  9.3
14:58, 2:43, 10.3
15:54, 3:06, 11.3
16:50, 3:29, 12.3
17:48, 3:53, 13.3
18:47, 4:21, 14.3
19:47, 4:52, 15.3
20:46, 5:29, 16.3
21:43, 6:12, 17.3
22:36, 7:04, 18.3
23:22, 8:01, 19.3
--:--, 9:04, 20.3
 0:01,10:09, 21.3
 0:36,11:15, 22.3
 1:07,12:21, 23.3
 1:35,13:28, 24.3
 2:03,14:37, 25.3
 2:32,15:48, 26.3
 3:04,17:03, 27.3
 3:41,18:20, 28.3
 4:26,19:37, 29.3
 5:20,20:49,  1.0
 6:23,21:50,  2.0
 7:32,22:41,  3.0
 8:42,23:21,  4.0
