月の出,月の入,月齢
 7:14,19:26,  1.1
 7:43,20:38,  2.1
 8:13,21:50,  3.1
 8:46,23:04,  4.1
 9:24,--:--,  5.1
10:09, 0:17,  6.1
11:01, 1:27,  7.1
12:01, 2:31,  8.1
13:05, 3:26,  9.1
14:10, 4:11, 10.1
15:15, 4:48, 11.1
16:16, 5:19, 12.1
17:16, 5:46, 13.1
18:13, 6:11, 14.1
19:10, 6:34, 15.1
20:06, 6:56, 16.1
21:04, 7:20, 17.1
22:02, 7:46, 18.1
23:02, 8:15, 19.1
--:--, 8:50, 20.1
 0:02, 9:31, 21.1
 1:00,10:20, 22.1
 1:55,11:16, 23.1
 2:45,12:20, 24.1
 3:28,13:28, 25.1
 4:06,14:38, 26.1
 4:39,15:49, 27.1
 5:10,17:00, 28.1
 5:39,18:13, 29.1
 6:09,19:27,  0.7
 6:42,20:42,  1.7
