月の出,月の入,月齢
14:03,23:24,  8.9
14:58,--:--,  9.9
15:47, 0:19, 10.9
16:30, 1:20, 11.9
17:08, 2:26, 12.9
17:41, 3:34, 13.9
18:11, 4:43, 14.9
18:39, 5:51, 15.9
19:08, 7:00, 16.9
19:38, 8:11, 17.9
20:12, 9:23, 18.9
20:52,10:37, 19.9
21:39,11:51, 20.9
22:34,13:01, 21.9
23:37,14:05, 22.9
--:--,14:59, 23.9
 0:45,15:43, 24.9
 1:52,16:20, 25.9
 2:59,16:50, 26.9
 4:02,17:17, 27.9
 5:02,17:42, 28.9
 6:01,18:05,  0.3
 6:59,18:29,  1.3
 7:57,18:54,  2.3
 8:56,19:22,  3.3
 9:55,19:54,  4.3
10:54,20:32,  5.3
11:53,21:16,  6.3
12:48,22:07,  7.3
13:39,23:05,  8.3
