月の出,月の入,月齢
20:27,7:19,17.7
20:53,8:20,18.7
21:18,9:21,19.7
21:47,10:24,20.7
22:19,11:30,21.7
22:57,12:39,22.7
23:43,13:50,23.7
--:--,15:01,24.7
0:40,16:08,25.7
1:46,17:06,26.7
3:00,17:54,27.7
4:15,18:34,28.7
5:28,19:08,0.4
6:38,19:37,1.4
7:45,20:04,2.4
8:49,20:31,3.4
9:52,20:58,4.4
10:53,21:28,5.4
11:55,22:01,6.4
12:56,22:38,7.4
13:54,23:22,8.4
14:49,--:--,9.4
15:39,0:11,10.4
16:23,1:06,11.4
17:01,2:05,12.4
17:34,3:06,13.4
18:04,4:08,14.4
18:31,5:10,15.4
18:57,6:11,16.4
19:23,7:13,17.4
19:50,8:17,18.4
