月の出,月の入,月齢
14:24,4:34,12.1
15:25,5:48,13.1
16:35,6:55,14.1
17:50,7:51,15.1
19:03,8:36,16.1
20:13,9:13,17.1
21:18,9:43,18.1
22:20,10:10,19.1
23:19,10:35,20.1
--:--,10:59,21.1
0:18,11:25,22.1
1:16,11:52,23.1
2:15,12:23,24.1
3:14,12:59,25.1
4:13,13:41,26.1
5:09,14:30,27.1
6:01,15:26,28.1
6:47,16:26,29.1
7:27,17:30,0.3
8:01,18:33,1.3
8:32,19:37,2.3
8:59,20:40,3.3
9:25,21:43,4.3
9:52,22:48,5.3
10:20,23:55,6.3
10:51,--:--,7.3
11:28,1:05,8.3
12:13,2:18,9.3
13:08,3:30,10.3
14:13,4:38,11.3
15:24,5:37,12.3
