月の出,月の入,月齢
--:--,12:11,21.8
0:02,12:38,22.8
1:05,13:04,23.8
2:06,13:31,24.8
3:07,13:59,25.8
4:08,14:30,26.8
5:09,15:06,27.8
6:09,15:47,28.8
7:07,16:34,0.1
7:59,17:27,1.1
8:46,18:23,2.1
9:26,19:21,3.1
10:00,20:20,4.1
10:31,21:19,5.1
10:58,22:17,6.1
11:23,23:15,7.1
11:48,--:--,8.1
12:14,0:15,9.1
12:42,1:17,10.1
13:15,2:23,11.1
13:55,3:33,12.1
14:43,4:47,13.1
15:43,6:00,14.1
16:54,7:09,15.1
18:10,8:08,16.1
19:27,8:57,17.1
20:41,9:37,18.1
21:50,10:10,19.1
22:56,10:40,20.1
23:59,11:07,21.1
--:--,11:34,22.1
