月の出,月の入,月齢
14:55,4:54,12.1
15:57,6:07,13.1
17:07,7:13,14.1
18:20,8:10,15.1
19:33,8:56,16.1
20:41,9:34,17.1
21:45,10:06,18.1
22:45,10:34,19.1
23:43,11:00,20.1
--:--,11:25,21.1
0:40,11:52,22.1
1:37,12:20,23.1
2:35,12:52,24.1
3:33,13:29,25.1
4:31,14:12,26.1
5:27,15:02,27.1
6:19,15:57,28.1
7:05,16:57,29.1
7:46,17:59,0.3
8:22,19:02,1.3
8:53,20:04,2.3
9:22,21:06,3.3
9:49,22:08,4.3
10:17,23:11,5.3
10:46,--:--,6.3
11:19,0:17,7.3
11:58,1:26,8.3
12:44,2:37,9.3
13:40,3:49,10.3
14:45,4:56,11.3
15:55,5:55,12.3
