月の出,月の入,月齢
20:50,7:46,17.7
21:17,8:45,18.7
21:44,9:45,19.7
22:13,10:47,20.7
22:47,11:51,21.7
23:26,12:59,22.7
--:--,14:10,23.7
0:14,15:20,24.7
1:11,16:26,25.7
2:18,17:24,26.7
3:31,18:14,27.7
4:45,18:55,28.7
5:57,19:30,0.4
7:05,20:00,1.4
8:10,20:29,2.4
9:13,20:57,3.4
10:14,21:25,4.4
11:15,21:56,5.4
12:15,22:30,6.4
13:15,23:09,7.4
14:13,23:53,8.4
15:07,--:--,9.4
15:57,0:43,10.4
16:41,1:38,11.4
17:20,2:36,12.4
17:55,3:36,13.4
18:25,4:36,14.4
18:53,5:37,15.4
19:20,6:37,16.4
19:48,7:38,17.4
20:17,8:40,18.4
