月の出,月の入,月齢
21:00,11:01,20.0
21:59,12:10,21.0
23:06,13:11,22.0
--:--,14:04,23.0
0:16,14:49,24.0
1:25,15:26,25.0
2:33,15:59,26.0
3:38,16:28,27.0
4:42,16:56,28.0
5:43,17:24,29.0
6:45,17:53,0.5
7:46,18:25,1.5
8:48,19:01,2.5
9:48,19:41,3.5
10:46,20:27,4.5
11:40,21:18,5.5
12:29,22:13,6.5
13:12,23:11,7.5
13:49,--:--,8.5
14:22,0:10,9.5
14:52,1:09,10.5
15:20,2:08,11.5
15:48,3:08,12.5
16:16,4:10,13.5
16:47,5:14,14.5
17:22,6:22,15.5
18:03,7:33,16.5
18:52,8:46,17.5
19:51,9:57,18.5
20:57,11:03,19.5
22:07,12:00,20.5
