月の出,月の入,月齢
14:28,--:--,  9.3
15:09, 0:31, 10.3
15:45, 1:35, 11.3
16:18, 2:40, 12.3
16:49, 3:46, 13.3
17:20, 4:52, 14.3
17:52, 6:00, 15.3
18:27, 7:11, 16.3
19:08, 8:24, 17.3
19:55, 9:39, 18.3
20:51,10:52, 19.3
21:54,12:00, 20.3
23:00,12:59, 21.3
--:--,13:48, 22.3
 0:07,14:28, 23.3
 1:12,15:02, 24.3
 2:13,15:32, 25.3
 3:12,15:59, 26.3
 4:09,16:24, 27.3
 5:04,16:49, 28.3
 6:00,17:16, 29.3
 6:56,17:45,  0.6
 7:53,18:17,  1.6
 8:51,18:54,  2.6
 9:49,19:37,  3.6
10:44,20:25,  4.6
11:36,21:20,  5.6
12:23,22:19,  6.6
13:04,23:20,  7.6
13:41,--:--,  8.6
14:14, 0:23,  9.6
