月の出,月の入,月齢
 8:58,20:51,  2.6
 9:28,21:57,  3.6
 9:59,23:04,  4.6
10:31,--:--,  5.6
11:07, 0:12,  6.6
11:48, 1:22,  7.6
12:36, 2:31,  8.6
13:31, 3:38,  9.6
14:32, 4:39, 10.6
15:37, 5:32, 11.6
16:41, 6:17, 12.6
17:44, 6:54, 13.6
18:44, 7:26, 14.6
19:41, 7:54, 15.6
20:36, 8:20, 16.6
21:31, 8:45, 17.6
22:25, 9:09, 18.6
23:21, 9:36, 19.6
--:--,10:05, 20.6
 0:19,10:38, 21.6
 1:17,11:16, 22.6
 2:17,12:02, 23.6
 3:15,12:56, 24.6
 4:10,13:57, 25.6
 4:59,15:03, 26.6
 5:42,16:12, 27.6
 6:20,17:22, 28.6
 6:54,18:31,  0.1
