月の出,月の入,月齢
14:07,23:48,  8.9
15:01,--:--,  9.9
15:51, 0:43, 10.9
16:36, 1:44, 11.9
17:15, 2:48, 12.9
17:50, 3:54, 13.9
18:22, 5:01, 14.9
18:52, 6:07, 15.9
19:23, 7:14, 16.9
19:56, 8:22, 17.9
20:32, 9:32, 18.9
21:14,10:43, 19.9
22:02,11:55, 20.9
22:59,13:05, 21.9
--:--,14:08, 22.9
 0:02,15:03, 23.9
 1:08,15:49, 24.9
 2:14,16:27, 25.9
 3:18,17:00, 26.9
 4:20,17:28, 27.9
 5:18,17:55, 28.9
 6:15,18:20,  0.3
 7:11,18:46,  1.3
 8:07,19:13,  2.3
 9:04,19:43,  3.3
10:01,20:17,  4.3
10:59,20:55,  5.3
11:57,21:40,  6.3
12:52,22:32,  7.3
13:42,23:29,  8.3
