月の出,月の入,月齢
12:27,23:12,  7.3
13:25,23:45,  8.3
14:23,--:--,  9.3
15:21, 0:23, 10.3
16:18, 1:08, 11.3
17:12, 2:00, 12.3
18:00, 2:58, 13.3
18:42, 4:01, 14.3
19:19, 5:07, 15.3
19:52, 6:13, 16.3
20:23, 7:18, 17.3
20:53, 8:23, 18.3
21:23, 9:28, 19.3
21:56,10:35, 20.3
22:32,11:43, 21.3
23:15,12:54, 22.3
--:--,14:04, 23.3
 0:06,15:12, 24.3
 1:05,16:13, 25.3
 2:09,17:06, 26.3
 3:17,17:50, 27.3
 4:24,18:26, 28.3
 5:28,18:58, 29.3
 6:30,19:26,  0.9
 7:28,19:52,  1.9
 8:25,20:18,  2.9
 9:21,20:44,  3.9
10:17,21:12,  4.9
11:14,21:43,  5.9
12:11,22:19,  6.9
13:10,23:00,  7.9
