月の出,月の入,月齢
23:57,12:07,21.8
--:--,12:34,22.8
1:00,13:00,23.8
2:02,13:26,24.8
3:03,13:54,25.8
4:05,14:25,26.8
5:06,15:00,27.8
6:06,15:41,28.8
7:04,16:28,0.1
7:56,17:20,1.1
8:43,18:17,2.1
9:23,19:16,3.1
9:57,20:15,4.1
10:27,21:13,5.1
10:54,22:12,6.1
11:19,23:10,7.1
11:44,--:--,8.1
12:09,0:10,9.1
12:37,1:13,10.1
13:10,2:19,11.1
13:49,3:29,12.1
14:37,4:43,13.1
15:37,5:57,14.1
16:48,7:06,15.1
18:04,8:05,16.1
19:21,8:54,17.1
20:35,9:33,18.1
21:45,10:06,19.1
22:51,10:35,20.1
23:55,11:02,21.1
--:--,11:29,22.1
