月の出,月の入,月齢
14:18,4:31,12.1
15:19,5:45,13.1
16:29,6:52,14.1
17:44,7:48,15.1
18:58,8:33,16.1
20:08,9:09,17.1
21:13,9:39,18.1
22:15,10:06,19.1
23:15,10:31,20.1
--:--,10:55,21.1
0:14,11:20,22.1
1:12,11:47,23.1
2:12,12:17,24.1
3:11,12:53,25.1
4:10,13:35,26.1
5:06,14:24,27.1
5:58,15:20,28.1
6:44,16:20,29.1
7:24,17:24,0.3
7:58,18:28,1.3
8:28,19:32,2.3
8:55,20:35,3.3
9:21,21:39,4.3
9:47,22:44,5.3
10:15,23:51,6.3
10:46,--:--,7.3
11:23,1:02,8.3
12:07,2:15,9.3
13:02,3:27,10.3
14:07,4:35,11.3
15:18,5:34,12.3
