月の出,月の入,月齢
20:23,10:39,20.0
21:22,11:48,21.0
22:28,12:50,22.0
23:39,13:42,23.0
--:--,14:26,24.0
0:51,15:02,25.0
2:00,15:33,26.0
3:07,16:00,27.0
4:12,16:27,28.0
5:15,16:53,29.0
6:18,17:21,0.5
7:22,17:51,1.5
8:24,18:25,2.5
9:26,19:05,3.5
10:25,19:50,4.5
11:20,20:40,5.5
12:08,21:36,6.5
12:50,22:34,7.5
13:27,23:35,8.5
13:58,--:--,9.5
14:27,0:35,10.5
14:53,1:36,11.5
15:19,2:38,12.5
15:46,3:41,13.5
16:15,4:47,14.5
16:48,5:56,15.5
17:28,7:09,16.5
18:16,8:23,17.5
19:13,9:36,18.5
20:20,10:42,19.5
21:31,11:39,20.5
