月の出,月の入,月齢
20:16,4:51,16.0
20:48,5:53,17.0
21:16,6:55,18.0
21:41,7:58,19.0
22:04,9:01,20.0
22:27,10:04,21.0
22:51,11:08,22.0
23:18,12:15,23.0
23:50,13:26,24.0
--:--,14:41,25.0
0:30,15:57,26.0
1:20,17:10,27.0
2:22,18:15,28.0
3:35,19:08,29.0
4:53,19:51,0.7
6:11,20:25,1.7
7:26,20:54,2.7
8:36,21:19,3.7
9:43,21:42,4.7
10:47,22:06,5.7
11:50,22:31,6.7
12:53,22:59,7.7
13:55,23:31,8.7
14:57,--:--,9.7
15:55,0:09,10.7
16:49,0:53,11.7
17:36,1:45,12.7
18:16,2:43,13.7
18:50,3:44,14.7
19:20,4:47,15.7
19:45,5:51,16.7
