月の出,月の入,月齢
19:55,10:33,20.0
20:54,11:43,21.0
22:01,12:45,22.0
23:13,13:36,23.0
--:--,14:17,24.0
0:27,14:51,25.0
1:39,15:20,26.0
2:48,15:46,27.0
3:55,16:10,28.0
5:01,16:34,29.0
6:06,17:00,0.5
7:11,17:28,1.5
8:16,18:00,2.5
9:20,18:38,3.5
10:20,19:22,4.5
11:15,20:12,5.5
12:03,21:08,6.5
12:44,22:08,7.5
13:19,23:10,8.5
13:49,--:--,9.5
14:15,0:13,10.5
14:40,1:16,11.5
15:04,2:20,12.5
15:28,3:25,13.5
15:55,4:33,14.5
16:26,5:45,15.5
17:03,7:00,16.5
17:49,8:16,17.5
18:45,9:30,18.5
19:52,10:37,19.5
21:04,11:33,20.5
