月の出,月の入,月齢
13:50,4:25,12.1
14:51,5:40,13.1
16:01,6:47,14.1
17:18,7:41,15.1
18:34,8:25,16.1
19:46,8:59,17.1
20:54,9:27,18.1
21:59,9:51,19.1
23:01,10:14,20.1
--:--,10:36,21.1
0:01,10:59,22.1
1:02,11:24,23.1
2:03,11:53,24.1
3:04,12:26,25.1
4:05,13:07,26.1
5:02,13:56,27.1
5:53,14:52,28.1
6:38,15:54,29.1
7:17,16:59,0.3
7:49,18:05,1.3
8:17,19:11,2.3
8:42,20:17,3.3
9:06,21:23,4.3
9:30,22:30,5.3
9:55,23:40,6.3
10:24,--:--,7.3
10:58,0:53,8.3
11:41,2:08,9.3
12:34,3:22,10.3
13:38,4:30,11.3
14:51,5:29,12.3
