月の出,月の入,月齢
 7:53,23:14,  3.3
 8:58,--:--,  4.3
10:05, 0:09,  5.3
11:11, 0:54,  6.3
12:15, 1:31,  7.3
13:15, 2:01,  8.3
14:12, 2:28,  9.3
15:08, 2:52, 10.3
16:03, 3:16, 11.3
16:58, 3:40, 12.3
17:55, 4:05, 13.3
18:53, 4:33, 14.3
19:52, 5:05, 15.3
20:51, 5:43, 16.3
21:48, 6:27, 17.3
22:40, 7:18, 18.3
23:27, 8:16, 19.3
--:--, 9:18, 20.3
 0:07,10:22, 21.3
 0:42,11:27, 22.3
 1:14,12:33, 23.3
 1:44,13:38, 24.3
 2:12,14:46, 25.3
 2:42,15:56, 26.3
 3:16,17:09, 27.3
 3:54,18:26, 28.3
 4:40,19:42, 29.3
 5:34,20:53,  1.0
 6:37,21:55,  2.0
 7:46,22:46,  3.0
 8:55,23:27,  4.0
