月の出,月の入,月齢
12:26,23:05,  7.3
13:24,23:37,  8.3
14:23,--:--,  9.3
15:22, 0:14, 10.3
16:20, 0:58, 11.3
17:13, 1:50, 12.3
18:00, 2:48, 13.3
18:42, 3:52, 14.3
19:18, 4:59, 15.3
19:50, 6:06, 16.3
20:20, 7:12, 17.3
20:48, 8:18, 18.3
21:17, 9:25, 19.3
21:49,10:32, 20.3
22:25,11:42, 21.3
23:07,12:53, 22.3
23:56,14:05, 23.3
--:--,15:13, 24.3
 0:55,16:14, 25.3
 2:00,17:06, 26.3
 3:08,17:49, 27.3
 4:16,18:25, 28.3
 5:21,18:56, 29.3
 6:24,19:23,  0.9
 7:23,19:48,  1.9
 8:21,20:12,  2.9
 9:18,20:38,  3.9
10:15,21:05,  4.9
11:13,21:35,  5.9
12:11,22:10,  6.9
13:10,22:50,  7.9
