月の出,月の入,月齢
10:02,--:--,  5.0
11:05, 0:01,  6.0
12:04, 0:30,  7.0
13:01, 0:55,  8.0
13:56, 1:19,  9.0
14:52, 1:43, 10.0
15:48, 2:08, 11.0
16:45, 2:35, 12.0
17:45, 3:06, 13.0
18:44, 3:42, 14.0
19:42, 4:24, 15.0
20:36, 5:14, 16.0
21:25, 6:10, 17.0
22:07, 7:11, 18.0
22:44, 8:16, 19.0
23:16, 9:20, 20.0
23:46,10:25, 21.0
--:--,11:29, 22.0
 0:14,12:34, 23.0
 0:42,13:41, 24.0
 1:13,14:50, 25.0
 1:48,16:03, 26.0
 2:29,17:18, 27.0
 3:18,18:31, 28.0
 4:17,19:37, 29.0
 5:24,20:34,  0.7
 6:34,21:20,  1.7
 7:44,21:57,  2.7
 8:50,22:29,  3.7
 9:52,22:56,  4.7
