月の出,月の入,月齢
 8:32,18:26,  1.2
 9:15,19:34,  2.2
 9:51,20:43,  3.2
10:24,21:50,  4.2
10:53,22:56,  5.2
11:22,--:--,  6.2
11:51, 0:02,  7.2
12:23, 1:09,  8.2
12:59, 2:19,  9.2
13:41, 3:30, 10.2
14:31, 4:41, 11.2
15:30, 5:48, 12.2
16:35, 6:48, 13.2
17:41, 7:38, 14.2
18:47, 8:20, 15.2
19:50, 8:55, 16.2
20:50, 9:24, 17.2
21:47, 9:50, 18.2
22:43,10:14, 19.2
23:38,10:38, 20.2
--:--,11:02, 21.2
 0:33,11:28, 22.2
 1:31,11:58, 23.2
 2:30,12:33, 24.2
 3:31,13:14, 25.2
 4:32,14:04, 26.2
 5:30,15:03, 27.2
 6:23,16:08, 28.2
 7:09,17:17, 29.2
 7:49,18:28,  0.6
 8:23,19:37,  1.6
