月の出,月の入,月齢
 7:28,19:41,  1.1
 7:58,20:52,  2.1
 8:30,22:03,  3.1
 9:04,23:16,  4.1
 9:43,--:--,  5.1
10:28, 0:28,  6.1
11:21, 1:38,  7.1
12:21, 2:41,  8.1
13:25, 3:36,  9.1
14:29, 4:22, 10.1
15:33, 5:00, 11.1
16:34, 5:32, 12.1
17:32, 5:59, 13.1
18:29, 6:25, 14.1
19:24, 6:48, 15.1
20:20, 7:12, 16.1
21:16, 7:37, 17.1
22:14, 8:04, 18.1
23:13, 8:34, 19.1
--:--, 9:09, 20.1
 0:12, 9:51, 21.1
 1:11,10:40, 22.1
 2:05,11:36, 23.1
 2:55,12:40, 24.1
 3:39,13:47, 25.1
 4:18,14:56, 26.1
 4:52,16:06, 27.1
 5:24,17:16, 28.1
 5:54,18:27, 29.1
 6:25,19:40,  0.7
 6:59,20:55,  1.7
