月の出,月の入,月齢
 7:58,23:19,  3.3
 9:03,--:--,  4.3
10:10, 0:15,  5.3
11:17, 1:00,  6.3
12:20, 1:36,  7.3
13:20, 2:07,  8.3
14:18, 2:33,  9.3
15:13, 2:58, 10.3
16:08, 3:21, 11.3
17:04, 3:45, 12.3
18:00, 4:10, 13.3
18:58, 4:38, 14.3
19:58, 5:11, 15.3
20:57, 5:48, 16.3
21:54, 6:32, 17.3
22:46, 7:24, 18.3
23:32, 8:21, 19.3
--:--, 9:23, 20.3
 0:13,10:28, 21.3
 0:48,11:33, 22.3
 1:19,12:38, 23.3
 1:49,13:44, 24.3
 2:18,14:51, 25.3
 2:48,16:01, 26.3
 3:21,17:15, 27.3
 3:59,18:31, 28.3
 4:45,19:48, 29.3
 5:40,20:59,  1.0
 6:43,22:01,  2.0
 7:52,22:52,  3.0
 9:01,23:33,  4.0
