月の出,月の入,月齢
10:08,--:--,  5.0
11:11, 0:07,  6.0
12:10, 0:35,  7.0
13:07, 1:01,  8.0
14:02, 1:25,  9.0
14:57, 1:49, 10.0
15:53, 2:13, 11.0
16:51, 2:41, 12.0
17:50, 3:11, 13.0
18:50, 3:47, 14.0
19:48, 4:30, 15.0
20:42, 5:19, 16.0
21:30, 6:15, 17.0
22:13, 7:17, 18.0
22:49, 8:21, 19.0
23:22, 9:26, 20.0
23:51,10:30, 21.0
--:--,11:35, 22.0
 0:19,12:40, 23.0
 0:48,13:46, 24.0
 1:18,14:56, 25.0
 1:53,16:09, 26.0
 2:34,17:24, 27.0
 3:24,18:37, 28.0
 4:22,19:43, 29.0
 5:29,20:39,  0.7
 6:39,21:25,  1.7
 7:49,22:03,  2.7
 8:55,22:34,  3.7
 9:57,23:02,  4.7
