月の出,月の入,月齢
--:--,12:11,21.8
0:02,12:38,22.8
1:05,13:04,23.8
2:06,13:30,24.8
3:07,13:58,25.8
4:09,14:30,26.8
5:10,15:05,27.8
6:10,15:46,28.8
7:07,16:33,0.1
8:00,17:25,1.1
8:46,18:22,2.1
9:27,19:20,3.1
10:01,20:19,4.1
10:31,21:18,5.1
10:58,22:16,6.1
11:23,23:15,7.1
11:48,--:--,8.1
12:14,0:15,9.1
12:42,1:17,10.1
13:14,2:23,11.1
13:54,3:33,12.1
14:42,4:47,13.1
15:42,6:01,14.1
16:53,7:10,15.1
18:09,8:09,16.1
19:26,8:58,17.1
20:40,9:37,18.1
21:50,10:10,19.1
22:55,10:40,20.1
23:59,11:07,21.1
--:--,11:33,22.1
