月の出,月の入,月齢
20:28,10:43,20.0
21:27,11:52,21.0
22:33,12:54,22.0
23:44,13:46,23.0
--:--,14:29,24.0
0:55,15:06,25.0
2:05,15:37,26.0
3:12,16:05,27.0
4:16,16:31,28.0
5:20,16:58,29.0
6:23,17:25,0.5
7:26,17:56,1.5
8:28,18:30,2.5
9:30,19:09,3.5
10:29,19:54,4.5
11:23,20:45,5.5
12:12,21:41,6.5
12:54,22:39,7.5
13:30,23:39,8.5
14:02,--:--,9.5
14:31,0:40,10.5
14:57,1:41,11.5
15:24,2:42,12.5
15:50,3:45,13.5
16:20,4:51,14.5
16:53,6:00,15.5
17:32,7:13,16.5
18:21,8:27,17.5
19:18,9:40,18.5
20:24,10:46,19.5
21:36,11:42,20.5
