月の出,月の入,月齢
20:26,5:23,16.0
21:00,6:23,17.0
21:30,7:24,18.0
21:57,8:24,19.0
22:23,9:24,20.0
22:48,10:25,21.0
23:14,11:27,22.0
23:44,12:32,23.0
--:--,13:40,24.0
0:18,14:52,25.0
1:00,16:07,26.0
1:52,17:19,27.0
2:55,18:24,28.0
4:08,19:19,29.0
5:24,20:04,0.7
6:40,20:40,1.7
7:51,21:11,2.7
8:59,21:39,3.7
10:03,22:04,4.7
11:05,22:30,5.7
12:06,22:58,6.7
13:07,23:28,7.7
14:07,--:--,8.7
15:06,0:02,9.7
16:04,0:41,10.7
16:57,1:26,11.7
17:45,2:18,12.7
18:26,3:15,13.7
19:02,4:15,14.7
19:33,5:16,15.7
20:01,6:18,16.7
