月の出,月の入,月齢
20:56,10:52,20.0
21:56,12:00,21.0
23:02,13:02,22.0
--:--,13:55,23.0
0:11,14:40,24.0
1:21,15:18,25.0
2:28,15:52,26.0
3:33,16:22,27.0
4:35,16:50,28.0
5:36,17:19,29.0
6:37,17:48,0.5
7:38,18:21,1.5
8:39,18:57,2.5
9:39,19:37,3.5
10:37,20:23,4.5
11:31,21:14,5.5
12:20,22:09,6.5
13:03,23:07,7.5
13:41,--:--,8.5
14:14,0:05,9.5
14:45,1:04,10.5
15:13,2:03,11.5
15:41,3:02,12.5
16:10,4:03,13.5
16:41,5:07,14.5
17:17,6:14,15.5
17:59,7:24,16.5
18:48,8:37,17.5
19:47,9:48,18.5
20:53,10:54,19.5
22:03,11:51,20.5
