月の出,月の入,月齢
20:36,5:50,16.0
21:12,6:49,17.0
21:43,7:48,18.0
22:12,8:47,19.0
22:39,9:45,20.0
23:07,10:44,21.0
23:35,11:44,22.0
--:--,12:47,23.0
0:07,13:53,24.0
0:43,15:03,25.0
1:27,16:16,26.0
2:21,17:27,27.0
3:24,18:33,28.0
4:36,19:29,29.0
5:51,20:15,0.7
7:04,20:54,1.7
8:14,21:27,2.7
9:19,21:56,3.7
10:21,22:24,4.7
11:21,22:52,5.7
12:20,23:21,6.7
13:19,23:53,7.7
14:17,--:--,8.7
15:15,0:28,9.7
16:12,1:09,10.7
17:05,1:55,11.7
17:53,2:47,12.7
18:36,3:43,13.7
19:13,4:42,14.7
19:46,5:42,15.7
20:16,6:41,16.7
