月の出,月の入,月齢
20:43,7:40,17.7
21:11,8:39,18.7
21:38,9:38,19.7
22:08,10:40,20.7
22:42,11:44,21.7
23:22,12:51,22.7
--:--,14:01,23.7
0:10,15:11,24.7
1:07,16:17,25.7
2:14,17:15,26.7
3:26,18:05,27.7
4:40,18:47,28.7
5:51,19:22,0.4
6:59,19:54,1.4
8:04,20:23,2.4
9:06,20:51,3.4
10:07,21:20,4.4
11:07,21:51,5.4
12:07,22:26,6.4
13:06,23:05,7.4
14:03,23:49,8.4
14:58,--:--,9.4
15:48,0:39,10.4
16:33,1:34,11.4
17:12,2:32,12.4
17:46,3:31,13.4
18:18,4:32,14.4
18:46,5:31,15.4
19:14,6:31,16.4
19:42,7:31,17.4
20:11,8:33,18.4
