月の出,月の入,月齢
14:51,4:45,12.1
15:53,5:57,13.1
17:03,7:04,14.1
18:16,8:01,15.1
19:28,8:48,16.1
20:36,9:26,17.1
21:39,9:58,18.1
22:39,10:27,19.1
23:36,10:54,20.1
--:--,11:20,21.1
0:33,11:47,22.1
1:29,12:16,23.1
2:27,12:48,24.1
3:25,13:25,25.1
4:22,14:09,26.1
5:18,14:58,27.1
6:10,15:54,28.1
6:56,16:53,29.1
7:37,17:55,0.3
8:13,18:57,1.3
8:45,19:59,2.3
9:15,21:00,3.3
9:43,22:01,4.3
10:11,23:04,5.3
10:41,--:--,6.3
11:14,0:09,7.3
11:53,1:17,8.3
12:40,2:28,9.3
13:36,3:39,10.3
14:41,4:47,11.3
15:51,5:46,12.3
