月の出,月の入,月齢
 8:16,17:58,  1.2
 8:58,19:08,  2.2
 9:33,20:17,  3.2
10:04,21:26,  4.2
10:33,22:33,  5.2
11:00,23:41,  6.2
11:28,--:--,  7.2
11:58, 0:50,  8.2
12:32, 2:00,  9.2
13:14, 3:13, 10.2
14:03, 4:25, 11.2
15:01, 5:32, 12.2
16:06, 6:32, 13.2
17:14, 7:22, 14.2
18:21, 8:03, 15.2
19:25, 8:37, 16.2
20:26, 9:05, 17.2
21:24, 9:30, 18.2
22:21, 9:53, 19.2
23:17,10:15, 20.2
--:--,10:38, 21.2
 0:14,11:03, 22.2
 1:13,11:32, 23.2
 2:14,12:06, 24.2
 3:15,12:46, 25.2
 4:17,13:35, 26.2
 5:15,14:34, 27.2
 6:07,15:39, 28.2
 6:53,16:50, 29.2
 7:31,18:02,  0.6
 8:05,19:13,  1.6
