月の出,月の入,月齢
14:22, 0:55, 10.6
14:50, 2:01, 11.6
15:18, 3:10, 12.6
15:49, 4:21, 13.6
16:24, 5:36, 14.6
17:07, 6:54, 15.6
17:58, 8:13, 16.6
19:00, 9:28, 17.6
20:08,10:33, 18.6
21:19,11:27, 19.6
22:29,12:10, 20.6
23:35,12:44, 21.6
--:--,13:13, 22.6
 0:37,13:39, 23.6
 1:37,14:02, 24.6
 2:34,14:25, 25.6
 3:32,14:49, 26.6
 4:29,15:15, 27.6
 5:28,15:44, 28.6
 6:27,16:18, 29.6
 7:27,16:57,  0.8
 8:24,17:43,  1.8
 9:17,18:36,  2.8
10:05,19:34,  3.8
10:47,20:36,  4.8
11:22,21:39,  5.8
11:54,22:42,  6.8
12:22,23:46,  7.8
12:49,--:--,  8.8
13:15, 0:51,  9.8
