月の出,月の入,月齢
 9:36,23:43,  5.0
10:40,--:--,  6.0
11:41, 0:10,  7.0
12:39, 0:35,  8.0
13:35, 0:58,  9.0
14:32, 1:20, 10.0
15:29, 1:44, 11.0
16:28, 2:10, 12.0
17:28, 2:39, 13.0
18:28, 3:14, 14.0
19:27, 3:56, 15.0
20:21, 4:45, 16.0
21:09, 5:41, 17.0
21:51, 6:43, 18.0
22:26, 7:48, 19.0
22:58, 8:54, 20.0
23:26,10:00, 21.0
23:53,11:06, 22.0
--:--,12:12, 23.0
 0:20,13:20, 24.0
 0:49,14:31, 25.0
 1:22,15:46, 26.0
 2:02,17:02, 27.0
 2:50,18:15, 28.0
 3:48,19:22, 29.0
 4:55,20:18,  0.7
 6:06,21:03,  1.7
 7:17,21:40,  2.7
 8:24,22:10,  3.7
 9:28,22:36,  4.7
