月の出,月の入,月齢
13:53,23:09,  8.9
14:47,--:--,  9.9
15:37, 0:04, 10.9
16:20, 1:06, 11.9
16:57, 2:12, 12.9
17:29, 3:21, 13.9
17:59, 4:29, 14.9
18:27, 5:38, 15.9
18:55, 6:48, 16.9
19:25, 7:59, 17.9
19:59, 9:11, 18.9
20:38,10:25, 19.9
21:25,11:40, 20.9
22:20,12:50, 21.9
23:23,13:54, 22.9
--:--,14:48, 23.9
 0:30,15:32, 24.9
 1:39,16:08, 25.9
 2:45,16:39, 26.9
 3:49,17:05, 27.9
 4:50,17:30, 28.9
 5:49,17:53,  0.3
 6:47,18:16,  1.3
 7:45,18:41,  2.3
 8:44,19:09,  3.3
 9:44,19:41,  4.3
10:44,20:18,  5.3
11:42,21:02,  6.3
12:38,21:53,  7.3
13:28,22:51,  8.3
