月の出,月の入,月齢
13:44, 1:58, 10.8
14:16, 3:08, 11.8
14:54, 4:23, 12.8
15:40, 5:41, 13.8
16:38, 6:59, 14.8
17:45, 8:11, 15.8
18:57, 9:12, 16.8
20:11,10:02, 17.8
21:21,10:41, 18.8
22:27,11:13, 19.8
23:28,11:41, 20.8
--:--,12:06, 21.8
 0:28,12:29, 22.8
 1:25,12:53, 23.8
 2:23,13:18, 24.8
 3:21,13:46, 25.8
 4:20,14:18, 26.8
 5:20,14:56, 27.8
 6:18,15:40, 28.8
 7:13,16:31,  0.1
 8:03,17:28,  1.1
 8:46,18:30,  2.1
 9:24,19:32,  3.1
 9:56,20:35,  4.1
10:25,21:38,  5.1
10:51,22:41,  6.1
11:17,23:45,  7.1
11:44,--:--,  8.1
12:13, 0:52,  9.1
12:46, 2:02, 10.1
13:27, 3:15, 11.1
