月の出,月の入,月齢
 7:06,21:48,  2.7
 7:49,23:03,  3.7
 8:40,--:--,  4.7
 9:38, 0:12,  5.7
10:43, 1:11,  6.7
11:49, 2:00,  7.7
12:54, 2:39,  8.7
13:57, 3:12,  9.7
14:57, 3:39, 10.7
15:55, 4:04, 11.7
16:51, 4:26, 12.7
17:48, 4:49, 13.7
18:45, 5:12, 14.7
19:43, 5:36, 15.7
20:43, 6:04, 16.7
21:43, 6:37, 17.7
22:42, 7:15, 18.7
23:38, 8:00, 19.7
--:--, 8:54, 20.7
 0:29, 9:53, 21.7
 1:13,10:58, 22.7
 1:51,12:06, 23.7
 2:25,13:14, 24.7
 2:55,14:23, 25.7
 3:24,15:34, 26.7
 3:53,16:46, 27.7
 4:23,18:02, 28.7
 4:57,19:20,  0.3
 5:38,20:38,  1.3
 6:27,21:53,  2.3
