月の出,月の入,月齢
--:--,12:27,21.8
0:20,12:55,22.8
1:22,13:22,23.8
2:22,13:50,24.8
3:22,14:19,25.8
4:23,14:51,26.8
5:23,15:28,27.8
6:22,16:09,28.8
7:19,16:57,0.1
8:12,17:49,1.1
8:58,18:45,2.1
9:39,19:43,3.1
10:14,20:41,4.1
10:45,21:39,5.1
11:13,22:36,6.1
11:40,23:33,7.1
12:05,--:--,8.1
12:32,0:32,9.1
13:01,1:33,10.1
13:35,2:38,11.1
14:16,3:47,12.1
15:05,5:00,13.1
16:06,6:13,14.1
17:16,7:22,15.1
18:32,8:21,16.1
19:48,9:11,17.1
21:00,9:52,18.1
22:09,10:26,19.1
23:13,10:56,20.1
--:--,11:25,21.1
0:15,11:52,22.1
