月の出,月の入,月齢
20:39,5:46,16.0
21:14,6:45,17.0
21:45,7:45,18.0
22:13,8:44,19.0
22:39,9:44,20.0
23:06,10:43,21.0
23:33,11:44,22.0
--:--,12:47,23.0
0:04,13:55,24.0
0:39,15:06,25.0
1:23,16:19,26.0
2:16,17:31,27.0
3:19,18:36,28.0
4:31,19:31,29.0
5:47,20:17,0.7
7:01,20:55,1.7
8:11,21:27,2.7
9:18,21:56,3.7
10:21,22:23,4.7
11:21,22:50,5.7
12:21,23:18,6.7
13:21,23:49,7.7
14:20,--:--,8.7
15:19,0:24,9.7
16:15,1:04,10.7
17:08,1:50,11.7
17:56,2:42,12.7
18:38,3:38,13.7
19:15,4:38,14.7
19:47,5:38,15.7
20:16,6:38,16.7
