月の出,月の入,月齢
20:43,7:38,17.7
21:10,8:38,18.7
21:37,9:38,19.7
22:06,10:40,20.7
22:39,11:45,21.7
23:18,12:53,22.7
--:--,14:04,23.7
0:05,15:14,24.7
1:02,16:20,25.7
2:09,17:19,26.7
3:22,18:08,27.7
4:36,18:48,28.7
5:48,19:23,0.4
6:57,19:53,1.4
8:03,20:22,2.4
9:06,20:49,3.4
10:07,21:18,4.4
11:08,21:48,5.4
12:09,22:22,6.4
13:09,23:00,7.4
14:07,23:44,8.4
15:02,--:--,9.4
15:51,0:34,10.4
16:36,1:29,11.4
17:14,2:27,12.4
17:48,3:27,13.4
18:19,4:28,14.4
18:47,5:29,15.4
19:13,6:30,16.4
19:40,7:31,17.4
20:09,8:33,18.4
