月の出,月の入,月齢
14:01,23:29,  8.9
14:56,--:--,  9.9
15:45, 0:24, 10.9
16:29, 1:25, 11.9
17:07, 2:31, 12.9
17:41, 3:38, 13.9
18:11, 4:46, 14.9
18:41, 5:54, 15.9
19:10, 7:02, 16.9
19:41, 8:11, 17.9
20:16, 9:22, 18.9
20:56,10:36, 19.9
21:44,11:49, 20.9
22:40,12:59, 21.9
23:43,14:02, 22.9
--:--,14:57, 23.9
 0:50,15:42, 24.9
 1:57,16:19, 25.9
 3:02,16:50, 26.9
 4:05,17:18, 27.9
 5:05,17:43, 28.9
 6:03,18:07,  0.3
 7:00,18:32,  1.3
 7:57,18:58,  2.3
 8:55,19:27,  3.3
 9:54,19:59,  4.3
10:53,20:37,  5.3
11:51,21:21,  6.3
12:46,22:13,  7.3
13:37,23:10,  8.3
