月の出,月の入,月齢
14:22,--:--,  9.3
15:01, 0:13, 10.3
15:36, 1:18, 11.3
16:08, 2:24, 12.3
16:38, 3:31, 13.3
17:07, 4:39, 14.3
17:38, 5:49, 15.3
18:12, 7:01, 16.3
18:51, 8:16, 17.3
19:37, 9:32, 18.3
20:32,10:46, 19.3
21:35,11:54, 20.3
22:42,12:53, 21.3
23:50,13:41, 22.3
--:--,14:21, 23.3
 0:56,14:53, 24.3
 1:58,15:22, 25.3
 2:58,15:47, 26.3
 3:56,16:11, 27.3
 4:53,16:36, 28.3
 5:50,17:01, 29.3
 6:47,17:29,  0.6
 7:45,18:00,  1.6
 8:44,18:36,  2.6
 9:42,19:18,  3.6
10:38,20:06,  4.6
11:30,21:01,  5.6
12:16,22:00,  6.6
12:57,23:03,  7.6
13:33,--:--,  8.6
14:05, 0:06,  9.6
