月の出,月の入,月齢
12:19,22:56,  7.3
13:17,23:28,  8.3
14:16,--:--,  9.3
15:15, 0:05, 10.3
16:13, 0:49, 11.3
17:06, 1:41, 12.3
17:53, 2:39, 13.3
18:35, 3:43, 14.3
19:11, 4:50, 15.3
19:43, 5:57, 16.3
20:12, 7:04, 17.3
20:40, 8:10, 18.3
21:09, 9:17, 19.3
21:41,10:25, 20.3
22:16,11:35, 21.3
22:58,12:46, 22.3
23:47,13:58, 23.3
--:--,15:06, 24.3
 0:46,16:07, 25.3
 1:51,16:59, 26.3
 2:59,17:42, 27.3
 4:07,18:18, 28.3
 5:13,18:48, 29.3
 6:15,19:15,  0.9
 7:15,19:40,  1.9
 8:13,20:04,  2.9
 9:10,20:29,  3.9
10:07,20:56,  4.9
11:05,21:26,  5.9
12:04,22:01,  6.9
13:03,22:41,  7.9
