月の出,月の入,月齢
12:03,22:10,  7.3
13:06,22:37,  8.3
14:10,23:10,  9.3
15:13,23:51, 10.3
16:12,--:--, 11.3
17:04, 0:42, 12.3
17:49, 1:41, 13.3
18:26, 2:49, 14.3
18:57, 4:00, 15.3
19:24, 5:13, 16.3
19:47, 6:26, 17.3
20:10, 7:38, 18.3
20:34, 8:50, 19.3
20:59,10:04, 20.3
21:29,11:20, 21.3
22:05,12:37, 22.3
22:51,13:53, 23.3
23:47,15:04, 24.3
--:--,16:05, 25.3
 0:53,16:54, 26.3
 2:05,17:33, 27.3
 3:18,18:04, 28.3
 4:29,18:29, 29.3
 5:37,18:51,  0.9
 6:43,19:11,  1.9
 7:46,19:30,  2.9
 8:48,19:50,  3.9
 9:50,20:12,  4.9
10:53,20:37,  5.9
11:57,21:08,  6.9
13:00,21:45,  7.9
